"subjID"	"choice"	"gain"	"loss"
5	7	187	0
5	7	166	0
5	7	151	0
5	7	132	0
5	7	112	0
5	7	98	0
5	7	86	0
5	1	88	0
5	1	79	0
5	4	109	0
5	4	100	0
5	4	90	0
5	5	150	0
5	5	137	0
5	5	123	0
5	5	111	0
5	5	100	0
5	7	200	0
5	7	184	0
5	7	163	0
5	7	149	0
5	7	133	0
5	7	119	0
5	7	109	0
5	7	96	0
5	7	86	0
5	7	78	0
5	7	69	0
5	1	114	0
5	1	98	0
5	4	153	0
5	4	134	0
5	5	200	0
5	5	185	0
5	5	166	0
5	5	143	0
5	5	121	0
5	5	108	0
5	7	200	0
5	7	170	0
5	7	149	0
5	7	131	0
5	7	119	0
5	7	107	0
5	7	97	0
5	1	115	0
5	1	103	0
5	7	118	0
5	7	106	0
5	5	186	0
5	4	179	0
5	4	160	0
5	4	148	0
5	4	138	0
5	5	195	0
5	5	178	0
5	5	162	0
5	5	143	0
5	5	135	0
5	5	125	0
5	5	116	0
5	7	200	0
5	7	181	0
5	7	163	0
5	7	153	0
5	7	137	0
5	7	129	0
5	5	152	0
5	5	135	0
5	5	119	0
5	5	107	0
5	5	95	0
5	5	83	0
5	7	200	0
5	7	187	0
5	7	168	0
5	7	143	0
5	1	158	0
5	1	143	0
5	1	129	0
5	4	200	0
5	4	177	0
5	4	156	0
5	4	139	0
5	5	158	0
5	5	143	0
5	7	200	0
5	7	182	0
5	7	167	0
5	7	148	0
5	7	135	0
5	7	119	0
5	4	154	0
5	4	137	0
5	4	120	0
5	5	200	0
5	5	182	0
5	5	166	0
5	5	154	0
5	5	135	0
5	5	116	0
5	5	106	0
5	5	95	0
5	7	200	0
5	7	178	0
5	7	165	0
5	7	152	0
5	7	136	0
5	7	122	0
5	7	110	0
5	7	99	0
